Datetime	Open	High	Low	Close	tick_volume
1542797100	1.14043	1.14096	1.14	1.14015	891
1542798000	1.14015	1.14053	1.13994	1.13999	829
1542798900	1.13999	1.13999	1.13916	1.13931	719
1542799800	1.13931	1.13931	1.13781	1.13827	1295
1542800700	1.13826	1.13863	1.13822	1.13838	666
1542801600	1.13838	1.14063	1.13809	1.13867	2566
1542802500	1.13868	1.13886	1.13842	1.13852	861
1542803400	1.13852	1.13873	1.13754	1.13755	845
1542804300	1.13755	1.13798	1.13666	1.13743	1434
1542805200	1.13743	1.13909	1.13738	1.13868	849
1542806100	1.13868	1.14135	1.13863	1.14102	2002
1542807000	1.14103	1.14178	1.14065	1.14095	1730
1542807900	1.14095	1.14106	1.13997	1.14016	1088
1542808800	1.14016	1.14029	1.1391	1.13939	1049
1542809700	1.1394	1.14002	1.13931	1.13965	637
1542810600	1.13964	1.14002	1.13953	1.13973	580
1542811500	1.13972	1.14149	1.13972	1.14098	1214
1542812400	1.14098	1.14125	1.14061	1.14084	857
1542813300	1.14086	1.14105	1.14049	1.1408	1098
1542814200	1.14083	1.14243	1.14079	1.14171	1925
1542815100	1.14171	1.14174	1.14077	1.14117	1055
1542816000	1.14117	1.14117	1.14023	1.14038	908
1542816900	1.1404	1.14059	1.13996	1.14009	729
1542817800	1.1401	1.14056	1.13995	1.14026	1140
1542818700	1.14025	1.14049	1.13868	1.13931	1298
1542819600	1.13931	1.1408	1.13906	1.14068	1597
1542820500	1.14067	1.14144	1.14054	1.1412	1257
1542821400	1.1412	1.1412	1.1402	1.14021	1278
1542822300	1.14021	1.1406	1.13924	1.13933	1448
1542823200	1.13934	1.13982	1.13908	1.13957	1058
1542824100	1.13956	1.13996	1.13949	1.13989	806
1542825000	1.13989	1.14056	1.13946	1.14002	772
1542825900	1.14002	1.14048	1.13917	1.13921	771
1542826800	1.13921	1.13922	1.13797	1.13871	848
1542827700	1.13871	1.13872	1.13801	1.13825	481
1542828600	1.13825	1.13941	1.13825	1.13941	451
1542829500	1.13941	1.14021	1.13929	1.13957	918
1542830400	1.13957	1.13966	1.13923	1.13929	595
1542831300	1.13929	1.13929	1.13886	1.13907	452
1542832200	1.13907	1.13909	1.1383	1.13843	611
1542833100	1.13843	1.1393	1.13825	1.13894	529
1542834000	1.13894	1.13933	1.13891	1.13919	316
1542834900	1.13918	1.13933	1.13883	1.13884	451
1542835800	1.13884	1.13893	1.13842	1.13887	421
1542836700	1.13887	1.13924	1.13875	1.13875	473
1542837600	1.13878	1.13903	1.13864	1.13868	418
1542838500	1.13868	1.13879	1.13857	1.13864	229
1542839400	1.13864	1.13884	1.13838	1.13882	268
1542840300	1.13882	1.13885	1.13808	1.1382	366
1542841200	1.1382	1.1385	1.1382	1.13834	271
1542842100	1.13834	1.13842	1.13823	1.13823	122
1542843000	1.13823	1.13844	1.13812	1.13838	199
1542843900	1.13837	1.13858	1.13833	1.13843	275
1542844800	1.13848	1.13862	1.138	1.13808	309
1542845700	1.13807	1.13856	1.13799	1.1384	1701
1542846600	1.13837	1.13846	1.13836	1.13845	142
1542847500	1.13846	1.13853	1.13799	1.13848	556
1542848400	1.13848	1.13868	1.13837	1.13843	584
1542849300	1.13844	1.13894	1.13839	1.13889	352
1542850200	1.13889	1.13895	1.13872	1.13874	83
